PathA,PathB,Similarity,Notebook similarity
./submissions/task07/auto/submission_0.py,./submissions/task07/auto/submission_1.py,48,75
./submissions/task07/auto/submission_0.py,./submissions/task07/auto/submission_10.py,88,46
./submissions/task07/auto/submission_0.py,./submissions/task07/auto/submission_11.py,92,73
./submissions/task07/auto/submission_0.py,./submissions/task07/auto/submission_12.py,95,73
./submissions/task07/auto/submission_0.py,./submissions/task07/auto/submission_13.py,93,35
./submissions/task07/auto/submission_0.py,./submissions/task07/auto/submission_14.py,94,76
./submissions/task07/auto/submission_0.py,./submissions/task07/auto/submission_15.py,92,72
./submissions/task07/auto/submission_0.py,./submissions/task07/auto/submission_16.py,94,73
./submissions/task07/auto/submission_0.py,./submissions/task07/auto/submission_17.py,93,77
./submissions/task07/auto/submission_0.py,./submissions/task07/auto/submission_18.py,94,72
./submissions/task07/auto/submission_0.py,./submissions/task07/auto/submission_19.py,95,78
./submissions/task07/auto/submission_0.py,./submissions/task07/auto/submission_2.py,94,75
./submissions/task07/auto/submission_0.py,./submissions/task07/auto/submission_20.py,94,27
./submissions/task07/auto/submission_0.py,./submissions/task07/auto/submission_21.py,94,28
./submissions/task07/auto/submission_0.py,./submissions/task07/auto/submission_22.py,80,72
./submissions/task07/auto/submission_0.py,./submissions/task07/auto/submission_23.py,95,76
./submissions/task07/auto/submission_0.py,./submissions/task07/auto/submission_24.py,91,71
./submissions/task07/auto/submission_0.py,./submissions/task07/auto/submission_25.py,95,76
./submissions/task07/auto/submission_0.py,./submissions/task07/auto/submission_26.py,95,49
./submissions/task07/auto/submission_0.py,./submissions/task07/auto/submission_27.py,93,65
./submissions/task07/auto/submission_0.py,./submissions/task07/auto/submission_28.py,84,52
./submissions/task07/auto/submission_0.py,./submissions/task07/auto/submission_29.py,95,75
./submissions/task07/auto/submission_0.py,./submissions/task07/auto/submission_3.py,71,55
./submissions/task07/auto/submission_0.py,./submissions/task07/auto/submission_30.py,95,76
./submissions/task07/auto/submission_0.py,./submissions/task07/auto/submission_31.py,92,65
./submissions/task07/auto/submission_0.py,./submissions/task07/auto/submission_32.py,94,1
./submissions/task07/auto/submission_0.py,./submissions/task07/auto/submission_33.py,95,73
./submissions/task07/auto/submission_0.py,./submissions/task07/auto/submission_34.py,97,70
./submissions/task07/auto/submission_0.py,./submissions/task07/auto/submission_35.py,94,76
./submissions/task07/auto/submission_0.py,./submissions/task07/auto/submission_36.py,96,78
./submissions/task07/auto/submission_0.py,./submissions/task07/auto/submission_37.py,92,72
./submissions/task07/auto/submission_0.py,./submissions/task07/auto/submission_38.py,94,74
./submissions/task07/auto/submission_0.py,./submissions/task07/auto/submission_39.py,93,56
./submissions/task07/auto/submission_0.py,./submissions/task07/auto/submission_4.py,93,76
./submissions/task07/auto/submission_0.py,./submissions/task07/auto/submission_40.py,90,76
./submissions/task07/auto/submission_0.py,./submissions/task07/auto/submission_41.py,94,75
./submissions/task07/auto/submission_0.py,./submissions/task07/auto/submission_42.py,52,76
./submissions/task07/auto/submission_0.py,./submissions/task07/auto/submission_43.py,91,67
./submissions/task07/auto/submission_0.py,./submissions/task07/auto/submission_44.py,93,71
./submissions/task07/auto/submission_0.py,./submissions/task07/auto/submission_45.py,94,27
./submissions/task07/auto/submission_0.py,./submissions/task07/auto/submission_46.py,94,76
./submissions/task07/auto/submission_0.py,./submissions/task07/auto/submission_47.py,96,74
./submissions/task07/auto/submission_0.py,./submissions/task07/auto/submission_48.py,82,70
