PathA,PathB,Similarity,Notebook similarity
./submissions/task08/auto/submission_0.py,./submissions/task08/auto/submission_1.py,93,6
./submissions/task08/auto/submission_0.py,./submissions/task08/auto/submission_10.py,65,19
./submissions/task08/auto/submission_0.py,./submissions/task08/auto/submission_11.py,66,20
./submissions/task08/auto/submission_0.py,./submissions/task08/auto/submission_12.py,69,4
./submissions/task08/auto/submission_0.py,./submissions/task08/auto/submission_13.py,65,19
./submissions/task08/auto/submission_0.py,./submissions/task08/auto/submission_14.py,67,4
./submissions/task08/auto/submission_0.py,./submissions/task08/auto/submission_15.py,91,6
./submissions/task08/auto/submission_0.py,./submissions/task08/auto/submission_16.py,87,6
./submissions/task08/auto/submission_0.py,./submissions/task08/auto/submission_17.py,69,6
./submissions/task08/auto/submission_0.py,./submissions/task08/auto/submission_18.py,67,4
./submissions/task08/auto/submission_0.py,./submissions/task08/auto/submission_19.py,65,4
./submissions/task08/auto/submission_0.py,./submissions/task08/auto/submission_2.py,94,6
./submissions/task08/auto/submission_0.py,./submissions/task08/auto/submission_20.py,95,6
./submissions/task08/auto/submission_0.py,./submissions/task08/auto/submission_21.py,67,6
./submissions/task08/auto/submission_0.py,./submissions/task08/auto/submission_22.py,67,5
./submissions/task08/auto/submission_0.py,./submissions/task08/auto/submission_23.py,68,20
./submissions/task08/auto/submission_0.py,./submissions/task08/auto/submission_24.py,95,20
./submissions/task08/auto/submission_0.py,./submissions/task08/auto/submission_25.py,67,9
./submissions/task08/auto/submission_0.py,./submissions/task08/auto/submission_26.py,93,20
./submissions/task08/auto/submission_0.py,./submissions/task08/auto/submission_27.py,95,8
./submissions/task08/auto/submission_0.py,./submissions/task08/auto/submission_28.py,67,4
./submissions/task08/auto/submission_0.py,./submissions/task08/auto/submission_29.py,87,6
./submissions/task08/auto/submission_0.py,./submissions/task08/auto/submission_3.py,67,4
./submissions/task08/auto/submission_0.py,./submissions/task08/auto/submission_30.py,93,4
./submissions/task08/auto/submission_0.py,./submissions/task08/auto/submission_31.py,95,4
./submissions/task08/auto/submission_0.py,./submissions/task08/auto/submission_32.py,93,4
./submissions/task08/auto/submission_0.py,./submissions/task08/auto/submission_33.py,93,4
./submissions/task08/auto/submission_0.py,./submissions/task08/auto/submission_34.py,93,6
./submissions/task08/auto/submission_0.py,./submissions/task08/auto/submission_35.py,66,7
./submissions/task08/auto/submission_0.py,./submissions/task08/auto/submission_36.py,67,5
./submissions/task08/auto/submission_0.py,./submissions/task08/auto/submission_37.py,66,6
./submissions/task08/auto/submission_0.py,./submissions/task08/auto/submission_38.py,65,5
./submissions/task08/auto/submission_0.py,./submissions/task08/auto/submission_39.py,96,5
./submissions/task08/auto/submission_0.py,./submissions/task08/auto/submission_4.py,91,5
./submissions/task08/auto/submission_0.py,./submissions/task08/auto/submission_40.py,67,4
./submissions/task08/auto/submission_0.py,./submissions/task08/auto/submission_41.py,93,6
./submissions/task08/auto/submission_0.py,./submissions/task08/auto/submission_42.py,96,8
./submissions/task08/auto/submission_0.py,./submissions/task08/auto/submission_43.py,68,6
./submissions/task08/auto/submission_0.py,./submissions/task08/auto/submission_44.py,67,6
./submissions/task08/auto/submission_0.py,./submissions/task08/auto/submission_45.py,68,4
./submissions/task08/auto/submission_0.py,./submissions/task08/auto/submission_46.py,69,4
./submissions/task08/auto/submission_0.py,./submissions/task08/auto/submission_47.py,89,19
