PathA,PathB,Similarity,Notebook similarity
./submissions/task03/auto/submission_0.py,./submissions/task03/auto/submission_1.py,70,87
./submissions/task03/auto/submission_0.py,./submissions/task03/auto/submission_10.py,77,91
./submissions/task03/auto/submission_0.py,./submissions/task03/auto/submission_11.py,53,97
./submissions/task03/auto/submission_0.py,./submissions/task03/auto/submission_12.py,97,70
./submissions/task03/auto/submission_0.py,./submissions/task03/auto/submission_13.py,77,72
./submissions/task03/auto/submission_0.py,./submissions/task03/auto/submission_14.py,71,95
./submissions/task03/auto/submission_0.py,./submissions/task03/auto/submission_15.py,62,96
./submissions/task03/auto/submission_0.py,./submissions/task03/auto/submission_16.py,77,96
./submissions/task03/auto/submission_0.py,./submissions/task03/auto/submission_17.py,27,96
./submissions/task03/auto/submission_0.py,./submissions/task03/auto/submission_18.py,20,91
./submissions/task03/auto/submission_0.py,./submissions/task03/auto/submission_19.py,20,97
./submissions/task03/auto/submission_0.py,./submissions/task03/auto/submission_2.py,33,93
./submissions/task03/auto/submission_0.py,./submissions/task03/auto/submission_20.py,33,95
./submissions/task03/auto/submission_0.py,./submissions/task03/auto/submission_21.py,50,91
./submissions/task03/auto/submission_0.py,./submissions/task03/auto/submission_22.py,42,94
./submissions/task03/auto/submission_0.py,./submissions/task03/auto/submission_23.py,33,94
./submissions/task03/auto/submission_0.py,./submissions/task03/auto/submission_24.py,33,94
./submissions/task03/auto/submission_0.py,./submissions/task03/auto/submission_25.py,34,93
./submissions/task03/auto/submission_0.py,./submissions/task03/auto/submission_26.py,74,95
./submissions/task03/auto/submission_0.py,./submissions/task03/auto/submission_27.py,78,97
./submissions/task03/auto/submission_0.py,./submissions/task03/auto/submission_28.py,48,98
./submissions/task03/auto/submission_0.py,./submissions/task03/auto/submission_29.py,20,94
./submissions/task03/auto/submission_0.py,./submissions/task03/auto/submission_3.py,79,52
./submissions/task03/auto/submission_0.py,./submissions/task03/auto/submission_30.py,83,92
./submissions/task03/auto/submission_0.py,./submissions/task03/auto/submission_31.py,40,95
./submissions/task03/auto/submission_0.py,./submissions/task03/auto/submission_32.py,37,77
./submissions/task03/auto/submission_0.py,./submissions/task03/auto/submission_33.py,97,93
./submissions/task03/auto/submission_0.py,./submissions/task03/auto/submission_34.py,96,97
./submissions/task03/auto/submission_0.py,./submissions/task03/auto/submission_35.py,93,87
./submissions/task03/auto/submission_0.py,./submissions/task03/auto/submission_36.py,78,76
./submissions/task03/auto/submission_0.py,./submissions/task03/auto/submission_37.py,78,68
./submissions/task03/auto/submission_0.py,./submissions/task03/auto/submission_38.py,39,95
./submissions/task03/auto/submission_0.py,./submissions/task03/auto/submission_39.py,51,94
./submissions/task03/auto/submission_0.py,./submissions/task03/auto/submission_4.py,42,92
./submissions/task03/auto/submission_0.py,./submissions/task03/auto/submission_40.py,32,95
./submissions/task03/auto/submission_0.py,./submissions/task03/auto/submission_41.py,51,94
./submissions/task03/auto/submission_0.py,./submissions/task03/auto/submission_42.py,28,97
./submissions/task03/auto/submission_0.py,./submissions/task03/auto/submission_43.py,56,87
./submissions/task03/auto/submission_0.py,./submissions/task03/auto/submission_44.py,60,95
./submissions/task03/auto/submission_0.py,./submissions/task03/auto/submission_45.py,73,70
./submissions/task03/auto/submission_0.py,./submissions/task03/auto/submission_46.py,50,95
./submissions/task03/auto/submission_0.py,./submissions/task03/auto/submission_47.py,62,98
./submissions/task03/auto/submission_0.py,./submissions/task03/auto/submission_48.py,28,92
./submissions/task03/auto/submission_0.py,./submissions/task03/auto/submission_49.py,70,94
./submissions/task03/auto/submission_0.py,./submissions/task03/auto/submission_5.py,67,89
./submissions/task03/auto/submission_0.py,./submissions/task03/auto/submission_50.py,81,97
./submissions/task03/auto/submission_0.py,./submissions/task03/auto/submission_51.py,49,95
./submissions/task03/auto/submission_0.py,./submissions/task03/auto/submission_52.py,75,86
./submissions/task03/auto/submission_0.py,./submissions/task03/auto/submission_53.py,32,97
./submissions/task03/auto/submission_0.py,./submissions/task03/auto/submission_54.py,31,92
./submissions/task03/auto/submission_0.py,./submissions/task03/auto/submission_55.py,98,99
./submissions/task03/auto/submission_0.py,./submissions/task03/auto/submission_56.py,28,91
./submissions/task03/auto/submission_0.py,./submissions/task03/auto/submission_57.py,48,42
./submissions/task03/auto/submission_0.py,./submissions/task03/auto/submission_58.py,88,67
./submissions/task03/auto/submission_0.py,./submissions/task03/auto/submission_59.py,23,90
./submissions/task03/auto/submission_0.py,./submissions/task03/auto/submission_6.py,78,75
./submissions/task03/auto/submission_0.py,./submissions/task03/auto/submission_60.py,86,96
./submissions/task03/auto/submission_0.py,./submissions/task03/auto/submission_61.py,40,97
./submissions/task03/auto/submission_0.py,./submissions/task03/auto/submission_62.py,40,90
./submissions/task03/auto/submission_0.py,./submissions/task03/auto/submission_63.py,45,97
./submissions/task03/auto/submission_0.py,./submissions/task03/auto/submission_64.py,21,96
./submissions/task03/auto/submission_0.py,./submissions/task03/auto/submission_65.py,45,97
./submissions/task03/auto/submission_0.py,./submissions/task03/auto/submission_66.py,71,96
./submissions/task03/auto/submission_0.py,./submissions/task03/auto/submission_67.py,52,94
