PathA,PathB,Similarity,Notebook similarity
./submissions/task05/auto/submission_0.py,./submissions/task05/auto/submission_1.py,54,83
./submissions/task05/auto/submission_0.py,./submissions/task05/auto/submission_10.py,97,84
./submissions/task05/auto/submission_0.py,./submissions/task05/auto/submission_11.py,96,85
./submissions/task05/auto/submission_0.py,./submissions/task05/auto/submission_12.py,79,91
./submissions/task05/auto/submission_0.py,./submissions/task05/auto/submission_13.py,66,54
./submissions/task05/auto/submission_0.py,./submissions/task05/auto/submission_14.py,96,90
./submissions/task05/auto/submission_0.py,./submissions/task05/auto/submission_15.py,95,87
./submissions/task05/auto/submission_0.py,./submissions/task05/auto/submission_16.py,96,84
./submissions/task05/auto/submission_0.py,./submissions/task05/auto/submission_17.py,84,97
./submissions/task05/auto/submission_0.py,./submissions/task05/auto/submission_18.py,96,85
./submissions/task05/auto/submission_0.py,./submissions/task05/auto/submission_19.py,75,83
./submissions/task05/auto/submission_0.py,./submissions/task05/auto/submission_2.py,74,89
./submissions/task05/auto/submission_0.py,./submissions/task05/auto/submission_20.py,96,96
./submissions/task05/auto/submission_0.py,./submissions/task05/auto/submission_21.py,97,86
./submissions/task05/auto/submission_0.py,./submissions/task05/auto/submission_22.py,75,83
./submissions/task05/auto/submission_0.py,./submissions/task05/auto/submission_23.py,82,90
./submissions/task05/auto/submission_0.py,./submissions/task05/auto/submission_24.py,81,88
./submissions/task05/auto/submission_0.py,./submissions/task05/auto/submission_25.py,70,81
./submissions/task05/auto/submission_0.py,./submissions/task05/auto/submission_26.py,97,84
./submissions/task05/auto/submission_0.py,./submissions/task05/auto/submission_27.py,97,90
./submissions/task05/auto/submission_0.py,./submissions/task05/auto/submission_28.py,97,89
./submissions/task05/auto/submission_0.py,./submissions/task05/auto/submission_29.py,96,59
./submissions/task05/auto/submission_0.py,./submissions/task05/auto/submission_3.py,96,87
./submissions/task05/auto/submission_0.py,./submissions/task05/auto/submission_30.py,97,85
./submissions/task05/auto/submission_0.py,./submissions/task05/auto/submission_31.py,83,83
./submissions/task05/auto/submission_0.py,./submissions/task05/auto/submission_32.py,68,76
./submissions/task05/auto/submission_0.py,./submissions/task05/auto/submission_33.py,97,90
./submissions/task05/auto/submission_0.py,./submissions/task05/auto/submission_34.py,96,87
./submissions/task05/auto/submission_0.py,./submissions/task05/auto/submission_35.py,83,82
./submissions/task05/auto/submission_0.py,./submissions/task05/auto/submission_36.py,98,86
./submissions/task05/auto/submission_0.py,./submissions/task05/auto/submission_37.py,97,97
./submissions/task05/auto/submission_0.py,./submissions/task05/auto/submission_38.py,80,96
./submissions/task05/auto/submission_0.py,./submissions/task05/auto/submission_39.py,85,83
./submissions/task05/auto/submission_0.py,./submissions/task05/auto/submission_4.py,96,73
./submissions/task05/auto/submission_0.py,./submissions/task05/auto/submission_40.py,80,89
./submissions/task05/auto/submission_0.py,./submissions/task05/auto/submission_41.py,78,90
./submissions/task05/auto/submission_0.py,./submissions/task05/auto/submission_42.py,83,91
./submissions/task05/auto/submission_0.py,./submissions/task05/auto/submission_43.py,76,67
./submissions/task05/auto/submission_0.py,./submissions/task05/auto/submission_44.py,85,76
./submissions/task05/auto/submission_0.py,./submissions/task05/auto/submission_45.py,97,84
./submissions/task05/auto/submission_0.py,./submissions/task05/auto/submission_46.py,95,83
./submissions/task05/auto/submission_0.py,./submissions/task05/auto/submission_47.py,97,87
./submissions/task05/auto/submission_0.py,./submissions/task05/auto/submission_48.py,77,56
./submissions/task05/auto/submission_0.py,./submissions/task05/auto/submission_49.py,98,87
./submissions/task05/auto/submission_0.py,./submissions/task05/auto/submission_5.py,93,80
./submissions/task05/auto/submission_0.py,./submissions/task05/auto/submission_50.py,97,83
./submissions/task05/auto/submission_0.py,./submissions/task05/auto/submission_51.py,95,85
./submissions/task05/auto/submission_0.py,./submissions/task05/auto/submission_52.py,97,96
./submissions/task05/auto/submission_0.py,./submissions/task05/auto/submission_53.py,83,94
./submissions/task05/auto/submission_0.py,./submissions/task05/auto/submission_54.py,67,80
./submissions/task05/auto/submission_0.py,./submissions/task05/auto/submission_55.py,96,88
./submissions/task05/auto/submission_0.py,./submissions/task05/auto/submission_56.py,97,97
./submissions/task05/auto/submission_0.py,./submissions/task05/auto/submission_57.py,69,91
./submissions/task05/auto/submission_0.py,./submissions/task05/auto/submission_58.py,95,95
./submissions/task05/auto/submission_0.py,./submissions/task05/auto/submission_59.py,97,61
./submissions/task05/auto/submission_0.py,./submissions/task05/auto/submission_6.py,88,83
./submissions/task05/auto/submission_0.py,./submissions/task05/auto/submission_60.py,72,76
./submissions/task05/auto/submission_0.py,./submissions/task05/auto/submission_61.py,75,87
./submissions/task05/auto/submission_0.py,./submissions/task05/auto/submission_62.py,97,87
./submissions/task05/auto/submission_0.py,./submissions/task05/auto/submission_63.py,78,70
./submissions/task05/auto/submission_0.py,./submissions/task05/auto/submission_64.py,97,89
./submissions/task05/auto/submission_0.py,./submissions/task05/auto/submission_65.py,77,96
./submissions/task05/auto/submission_0.py,./submissions/task05/auto/submission_66.py,79,90
./submissions/task05/auto/submission_0.py,./submissions/task05/auto/submission_67.py,84,93
./submissions/task05/auto/submission_0.py,./submissions/task05/auto/submission_68.py,95,88
./submissions/task05/auto/submission_0.py,./submissions/task05/auto/submission_69.py,97,86
./submissions/task05/auto/submission_0.py,./submissions/task05/auto/submission_7.py,79,90
./submissions/task05/auto/submission_0.py,./submissions/task05/auto/submission_70.py,95,85
./submissions/task05/auto/submission_0.py,./submissions/task05/auto/submission_71.py,96,90
./submissions/task05/auto/submission_0.py,./submissions/task05/auto/submission_72.py,82,75
./submissions/task05/auto/submission_0.py,./submissions/task05/auto/submission_73.py,83,88
./submissions/task05/auto/submission_0.py,./submissions/task05/auto/submission_74.py,97,92
./submissions/task05/auto/submission_0.py,./submissions/task05/auto/submission_75.py,85,97
./submissions/task05/auto/submission_0.py,./submissions/task05/auto/submission_76.py,79,81
./submissions/task05/auto/submission_0.py,./submissions/task05/auto/submission_77.py,95,87
./submissions/task05/auto/submission_0.py,./submissions/task05/auto/submission_78.py,96,88
./submissions/task05/auto/submission_0.py,./submissions/task05/auto/submission_79.py,97,88
./submissions/task05/auto/submission_0.py,./submissions/task05/auto/submission_80.py,78,70
./submissions/task05/auto/submission_0.py,./submissions/task05/auto/submission_81.py,96,96
./submissions/task05/auto/submission_0.py,./submissions/task05/auto/submission_82.py,96,89
./submissions/task05/auto/submission_0.py,./submissions/task05/auto/submission_83.py,79,96
./submissions/task05/auto/submission_0.py,./submissions/task05/auto/submission_84.py,80,87
./submissions/task05/auto/submission_0.py,./submissions/task05/auto/submission_85.py,97,86
./submissions/task05/auto/submission_0.py,./submissions/task05/auto/submission_86.py,97,93
./submissions/task05/auto/submission_0.py,./submissions/task05/auto/submission_87.py,97,86
./submissions/task05/auto/submission_0.py,./submissions/task05/auto/submission_9.py,97,84
./submissions/task05/auto/submission_1.py,./submissions/task05/auto/submission_10.py,90,82
./submissions/task05/auto/submission_1.py,./submissions/task05/auto/submission_11.py,89,83
./submissions/task05/auto/submission_1.py,./submissions/task05/auto/submission_12.py,72,76
./submissions/task05/auto/submission_1.py,./submissions/task05/auto/submission_13.py,51,70
./submissions/task05/auto/submission_1.py,./submissions/task05/auto/submission_14.py,89,75
./submissions/task05/auto/submission_1.py,./submissions/task05/auto/submission_15.py,74,72
./submissions/task05/auto/submission_1.py,./submissions/task05/auto/submission_16.py,74,76
./submissions/task05/auto/submission_1.py,./submissions/task05/auto/submission_17.py,73,79
./submissions/task05/auto/submission_1.py,./submissions/task05/auto/submission_18.py,71,75
./submissions/task05/auto/submission_1.py,./submissions/task05/auto/submission_19.py,97,100
./submissions/task05/auto/submission_1.py,./submissions/task05/auto/submission_2.py,70,78
./submissions/task05/auto/submission_1.py,./submissions/task05/auto/submission_20.py,70,76
./submissions/task05/auto/submission_1.py,./submissions/task05/auto/submission_21.py,72,76
